@relation 'MOA: -C 7'

@attribute a_7 numeric
@attribute a_8 numeric
@attribute a_9 numeric
@attribute class0- {0,1}
@attribute class1- {0,1}
@attribute class2- {0,1}
@attribute class3- {0,1}
@attribute class4- {0,1}
@attribute class5- {0,1}
@attribute class6- {0,1}

@data
0.667946,0.274777,0.214809,1,0,0,0,0,0,0
0.756245,0.769482,0.652158,0,1,1,0,0,0,0
0.313887,0.654863,0.613039,0,0,0,1,0,0,0
0.603965,0.21515,0.275403,1,0,0,0,0,0,0
0.644046,0.793627,0.577327,0,1,1,0,0,0,0
0.666294,0.227044,0.319382,1,0,0,0,0,0,0
0.740383,0.230221,0.292293,1,0,0,0,0,0,0
0.630157,0.712324,0.544753,0,1,1,0,0,0,0
0.41814,0.626999,0.8168,0,0,0,1,0,0,0
0.626403,0.511636,0.213766,0,0,0,0,1,0,0
0.351706,0.704144,0.675363,0,0,0,1,0,0,0
0.649448,0.80722,0.551291,0,1,1,0,0,0,0
0.524795,0.673682,0.202898,0,0,0,0,1,0,0
0.427038,0.594592,0.232941,0,0,0,0,1,0,0
0.622998,0.556123,0.303028,0,0,0,0,1,0,0
0.492308,0.847856,0.470166,0,0,1,0,0,0,0
0.517928,0.269503,0.267732,1,0,0,0,0,0,0
0.345813,0.598451,0.214348,0,0,0,0,1,0,0
0.665546,0.218902,0.253392,1,0,0,0,0,0,0
0.668223,0.139734,0.262013,1,0,0,0,0,0,0
0.541422,0.891909,0.558511,0,1,1,0,0,0,0
0.69414,0.755641,0.43124,0,0,1,0,0,0,0
0.663658,0.360705,0.273146,1,0,0,0,0,0,0
0.473303,0.548838,0.280352,0,0,0,0,1,0,0
0.235658,0.692726,0.736273,0,0,0,1,0,0,0
0.789676,0.252085,0.285822,1,0,0,0,0,0,0
0.366175,0.434065,0.25641,0,0,0,0,1,0,0
0.437845,0.559773,0.633148,0,0,0,1,0,0,0
0.404381,0.524009,0.4368,0,0,0,0,1,0,0
0.51823,0.688092,0.580299,0,1,1,0,0,0,0
0.653769,0.230184,0.307183,1,0,0,0,0,0,0
0.448408,0.579077,0.365899,0,0,0,0,1,0,0
0.62926,0.724786,0.594626,0,1,1,0,0,0,0
0.644175,0.546554,0.222289,0,0,0,0,1,0,0
0.42126,0.601775,0.291297,0,0,0,0,1,0,0
0.59116,0.847294,0.658896,0,1,1,0,0,0,0
0.350749,0.651136,0.779372,0,0,0,1,0,0,0
0.544567,0.771964,0.665729,0,1,1,0,0,0,0
0.444842,0.190108,0.28163,1,0,0,0,0,0,0
0.616585,0.271275,0.297477,1,0,0,0,0,0,0
0.61912,0.756814,0.648398,0,1,1,0,0,0,0
0.608509,0.811074,0.566796,0,1,1,0,0,0,0
0.126587,0.65962,0.723254,0,0,0,1,0,0,0
0.579528,0.282981,0.322901,1,0,0,0,0,0,0
0.597074,0.094922,0.174478,1,0,0,0,0,0,0
0.427232,0.797309,0.675026,0,1,0,1,0,0,0
0.588142,0.168221,0.28153,1,0,0,0,0,0,0
0.319178,0.660286,0.721709,0,0,0,1,0,0,0
0.633568,0.570609,0.292234,0,0,0,0,1,0,0
0.738126,0.828061,0.555519,0,1,1,0,0,0,0
0.526085,0.566443,0.294761,0,0,0,0,1,0,0
0.498542,0.520714,0.344297,0,0,0,0,1,0,0
0.695368,0.780263,0.692713,0,1,1,0,0,0,0
0.64142,0.217591,0.34133,1,0,0,0,0,0,0
0.719985,0.638823,0.657165,0,1,1,0,0,0,0
0.66365,0.823554,0.535511,0,1,1,0,0,0,0
0.820281,0.205587,0.256745,1,0,0,0,0,0,0
0.724413,0.75792,0.591467,0,1,1,0,0,0,0
0.217652,0.735997,0.736405,0,0,0,1,0,0,0
0.597856,0.762068,0.65939,0,1,1,0,0,0,0
0.604696,0.818816,0.649823,0,1,1,0,0,0,0
0.415354,0.557756,0.287824,0,0,0,0,1,0,0
0.432851,0.81476,0.672968,0,1,0,0,0,0,0
0.689693,0.556754,0.312459,0,0,0,0,1,0,0
0.317338,0.618917,0.306354,0,0,0,0,1,0,0
0.585664,0.215395,0.271855,1,0,0,0,0,0,0
0.571944,0.240403,0.337652,1,0,0,0,0,0,0
0.405425,0.783941,0.659175,0,1,0,1,0,0,0
0.709768,0.73816,0.667858,0,1,1,0,0,0,0
0.629799,0.852427,0.643772,0,1,1,0,0,0,0
0.722286,0.868855,0.56382,0,1,1,0,0,0,0
0.583994,0.881126,0.505494,0,1,1,0,0,0,0
0.249265,0.576604,0.787697,0,0,0,1,0,0,0
0.536535,0.89216,0.617401,0,1,1,0,0,0,0
0.773835,0.812359,0.58672,0,1,1,0,0,0,0
0.375046,0.566398,0.843658,0,0,0,1,0,0,0
0.63025,0.754886,0.525577,0,1,1,0,0,0,0
0.610088,0.241162,0.308007,1,0,0,0,0,0,0
0.373324,0.583759,0.759512,0,0,0,1,0,0,0
0.346685,0.573076,0.283346,0,0,0,0,1,0,0
0.612803,0.743707,0.657168,0,1,1,0,0,0,0
0.597613,0.139486,0.264752,1,0,0,0,0,0,0
0.340936,0.679842,0.708552,0,0,0,1,0,0,0
0.392014,0.431057,0.182698,0,0,0,0,1,0,0
0.624765,0.235618,0.249957,1,0,0,0,0,0,0
0.519206,0.254096,0.31355,1,0,0,0,0,0,0
0.609773,0.800878,0.680128,0,1,1,0,0,0,0
0.459141,0.760364,0.589046,0,1,1,0,0,0,0
0.739547,0.238109,0.27209,1,0,0,0,0,0,0
0.165044,0.653091,0.718159,0,0,0,1,0,0,0
0.243615,0.665534,0.723256,0,0,0,1,0,0,0
0.516618,0.680404,0.557573,0,1,1,0,0,0,0
0.678581,0.256138,0.269724,1,0,0,0,0,0,0
0.547973,0.229764,0.235017,1,0,0,0,0,0,0
0.796729,0.753463,0.512077,0,0,1,0,0,0,0
0.191873,0.663285,0.723143,0,0,0,1,0,0,0
0.520849,0.572369,0.280118,0,0,0,0,1,0,0
0.61626,0.792734,0.651072,0,1,1,0,0,0,0
0.357578,0.654014,0.720597,0,0,0,1,0,0,0
0.646171,0.238454,0.281859,1,0,0,0,0,0,0
0.730573,0.82445,0.691661,0,1,1,0,0,0,0
0.431252,0.546993,0.251705,0,0,0,0,1,0,0
0.335583,0.626561,0.732609,0,0,0,1,0,0,0
0.663006,0.745982,0.625959,0,1,1,0,0,0,0
0.571698,0.803879,0.600577,0,1,1,0,0,0,0
0.348827,0.568579,0.288379,0,0,0,0,1,0,0
0.509927,0.582764,0.27864,0,0,0,0,1,0,0
0.753809,0.795715,0.750953,0,1,0,0,0,0,0
0.555778,0.770364,0.470292,0,1,1,0,0,0,0
0.51698,0.27674,0.283885,1,0,0,0,0,0,0
0.662112,0.698964,0.410334,0,0,1,0,0,0,0
0.451705,0.797648,0.507658,0,0,1,0,0,0,0
0.644684,0.234648,0.27216,1,0,0,0,0,0,0
0.309812,0.692259,0.74618,0,0,0,1,0,0,0
0.616637,0.761635,0.656909,0,1,1,0,0,0,0
0.323581,0.542863,0.799062,0,0,0,1,0,0,0
0.475728,0.551115,0.297727,0,0,0,0,1,0,0
0.657921,0.772998,0.587166,0,1,1,0,0,0,0
0.538606,0.213041,0.263527,1,0,0,0,0,0,0
0.618777,0.746195,0.614198,0,1,1,0,0,0,0
0.591278,0.770623,0.658945,0,1,1,0,0,0,0
0.362646,0.754326,0.687235,0,0,0,1,0,0,0
0.317947,0.734871,0.601196,0,0,0,1,0,0,0
0.308354,0.686629,0.718749,0,0,0,1,0,0,0
0.684876,0.699198,0.666991,0,1,1,0,0,0,0
0.566237,0.775299,0.664765,0,1,1,0,0,0,0
0.608421,0.782714,0.560155,0,1,1,0,0,0,0
0.688577,0.903975,0.569335,0,1,1,0,0,0,0
0.637789,0.67423,0.214449,0,0,0,0,1,0,0
0.613936,0.903586,0.555877,0,1,1,0,0,0,0
0.411499,0.518395,0.178589,0,0,0,0,1,0,0
0.703639,0.834519,0.631247,0,1,1,0,0,0,0
0.578079,0.76703,0.660278,0,1,1,0,0,0,0
0.314502,0.675914,0.721718,0,0,0,1,0,0,0
0.700174,0.258247,0.101042,1,0,0,0,0,0,0
0.734623,0.784309,0.567354,0,1,1,0,0,0,0
0.463316,0.228757,0.295285,1,0,0,0,0,0,0
0.620668,0.783381,0.549193,0,1,1,0,0,0,0
0.419947,0.528836,0.237707,0,0,0,0,1,0,0
0.505009,0.735524,0.745556,0,1,0,0,0,0,0
0.602548,0.805836,0.570977,0,1,1,0,0,0,0
0.646448,0.236358,0.278032,1,0,0,0,0,0,0
0.612602,0.243885,0.283545,1,0,0,0,0,0,0
0.491388,0.639475,0.71989,0,1,0,1,0,0,0
0.650865,0.77317,0.659446,0,1,1,0,0,0,0
0.447067,0.813943,0.69076,0,1,0,0,0,0,0
0.696102,0.742068,0.561482,0,1,1,0,0,0,0
0.529206,0.595015,0.299061,0,0,0,0,1,0,0
0.495071,0.651752,0.766928,0,1,0,1,0,0,0
0.66835,0.70531,0.521429,0,1,1,0,0,0,0
0.460851,0.532218,0.162892,0,0,0,0,1,0,0
0.579134,0.238445,0.280928,1,0,0,0,0,0,0
0.562641,0.602245,0.646399,0,1,0,0,0,0,0
0.664214,0.908787,0.687756,0,1,1,0,0,0,0
0.579487,0.231787,0.351125,1,0,0,0,0,0,0
0.47319,0.870551,0.519106,0,0,1,0,0,0,0
0.639513,0.102443,0.365901,1,0,0,0,0,0,0
0.532722,0.78205,0.644825,0,1,1,0,0,0,0
0.330254,0.686397,0.741397,0,0,0,1,0,0,0
0.147594,0.636383,0.78081,0,0,0,1,0,0,0
0.199945,0.667216,0.71183,0,0,0,1,0,0,0
0.29122,0.52784,0.715333,0,0,0,1,0,0,0
0.402117,0.555318,0.747602,0,0,0,1,0,0,0
0.472921,0.663313,0.724952,0,1,0,1,0,0,0
0.319059,0.628832,0.758551,0,0,0,1,0,0,0
0.491993,0.244351,0.291343,1,0,0,0,0,0,0
0.457898,0.578066,0.29088,0,0,0,0,1,0,0
0.383092,0.544646,0.724924,0,0,0,1,0,0,0
0.598096,0.76203,0.657039,0,1,1,0,0,0,0
0.636169,0.219527,0.309035,1,0,0,0,0,0,0
0.65216,0.778974,0.615138,0,1,1,0,0,0,0
0.74491,0.769176,0.582163,0,1,1,0,0,0,0
0.259143,0.604173,0.793161,0,0,0,1,0,0,0
0.516522,0.589547,0.294205,0,0,0,0,1,0,0
0.644009,0.819503,0.595348,0,1,1,0,0,0,0
0.350823,0.626306,0.61851,0,0,0,1,0,0,0
0.683194,0.737867,0.66751,0,1,1,0,0,0,0
0.393008,0.831009,0.684378,0,0,0,1,0,0,0
0.699858,0.359196,0.272785,1,0,0,0,0,0,0
0.496522,0.562016,0.289343,0,0,0,0,1,0,0
0.536439,0.882332,0.646085,0,1,1,0,0,0,0
0.481012,0.743184,0.676372,0,1,1,1,0,0,0
0.810504,0.227187,0.296045,1,0,0,0,0,0,0
0.394572,0.648482,0.241315,0,0,0,0,1,0,0
0.213162,0.618291,0.689428,0,0,0,1,0,0,0
0.473427,0.57504,0.305247,0,0,0,0,1,0,0
0.760227,0.730009,0.671895,0,1,1,0,0,0,0
0.399219,0.704986,0.704236,0,0,0,1,0,0,0
0.389631,0.80579,0.765888,0,0,0,1,0,0,0
0.359831,0.591407,0.705076,0,0,0,1,0,0,0
0.703439,0.281727,0.28533,1,0,0,0,0,0,0
0.573474,0.643364,0.597724,0,1,1,0,0,0,0
0.648018,0.831339,0.770587,0,1,0,0,0,0,0
0.596735,0.760115,0.469844,0,1,1,0,0,0,0
0.687903,0.770003,0.644511,0,1,1,0,0,0,0
0.631168,0.833786,0.704437,0,1,1,0,0,0,0
0.627059,0.683861,0.490368,0,1,1,0,0,0,0
0.161239,0.646122,0.675706,0,0,0,1,0,0,0
0.305876,0.673398,0.712339,0,0,0,1,0,0,0
0.498332,0.763337,0.551746,0,1,1,0,0,0,0
0.350548,0.529068,0.654616,0,0,0,1,0,0,0
0.494835,0.546553,0.303564,0,0,0,0,1,0,0
0.359532,0.641639,0.194224,0,0,0,0,1,0,0
0.487989,0.566406,0.284069,0,0,0,0,1,0,0
0.625523,0.771984,0.567235,0,1,1,0,0,0,0
0.315406,0.728559,0.707128,0,0,0,1,0,0,0
0.494675,0.584829,0.284093,0,0,0,0,1,0,0
0.490789,0.661434,0.704915,0,1,0,1,0,0,0
0.489293,0.568114,0.29881,0,0,0,0,1,0,0
0.435456,0.597809,0.139024,0,0,0,0,1,0,0
0.682152,0.129301,0.316532,1,0,0,0,0,0,0
0.209906,0.543994,0.672986,0,0,0,1,0,0,0
0.549292,0.599944,0.269182,0,0,0,0,1,0,0
0.615483,0.762853,0.578396,0,1,1,0,0,0,0
0.418616,0.75105,0.798456,0,0,0,1,0,0,0
0.49757,0.569035,0.282358,0,0,0,0,1,0,0
0.297921,0.660975,0.720239,0,0,0,1,0,0,0
0.613575,0.783141,0.651333,0,1,1,0,0,0,0
0.51064,0.890928,0.600378,0,1,1,0,0,0,0
0.709054,0.731604,0.599248,0,1,1,0,0,0,0
0.571745,0.243863,0.185357,1,0,0,0,0,0,0
0.587462,0.760401,0.659746,0,1,1,0,0,0,0
0.658515,0.246407,0.313612,1,0,0,0,0,0,0
0.716193,0.765529,0.664734,0,1,1,0,0,0,0
0.709002,0.813665,0.675791,0,1,1,0,0,0,0
0.642895,0.520513,0.359352,0,0,0,0,1,0,0
0.594677,0.741341,0.546859,0,1,1,0,0,0,0
0.457019,0.837251,0.691835,0,1,0,0,0,0,0
0.5611,0.266029,0.294452,1,0,0,0,0,0,0
0.5081,0.759946,0.645603,0,1,1,0,0,0,0
0.748427,0.289247,0.302328,1,0,0,0,0,0,0
0.58256,0.79232,0.570554,0,1,1,0,0,0,0
0.284752,0.660188,0.683206,0,0,0,1,0,0,0
0.644466,0.230436,0.248001,1,0,0,0,0,0,0
0.717321,0.775858,0.614001,0,1,1,0,0,0,0
0.517943,0.467881,0.31615,0,0,0,0,1,0,0
0.584214,0.761596,0.645998,0,1,1,0,0,0,0
0.38331,0.506878,0.214188,0,0,0,0,1,0,0
0.646398,0.524447,0.298385,0,0,0,0,1,0,0
0.30244,0.748541,0.679383,0,0,0,1,0,0,0
0.652368,0.288526,0.314625,1,0,0,0,0,0,0
0.661097,0.794542,0.525568,0,1,1,0,0,0,0
0.329376,0.663312,0.729838,0,0,0,1,0,0,0
0.600622,0.205181,0.257869,1,0,0,0,0,0,0
0.545258,0.714601,0.194377,0,0,0,0,1,0,0
0.598579,0.219591,0.317135,1,0,0,0,0,0,0
0.442828,0.201735,0.328817,1,0,0,0,0,0,0
0.543656,0.578514,0.334717,0,0,0,0,1,0,0
0.690423,0.329529,0.23074,1,0,0,0,0,0,0
0.431234,0.523196,0.252674,0,0,0,0,1,0,0
0.513373,0.215157,0.354111,1,0,0,0,0,0,0
0.757418,0.834807,0.695411,0,1,1,0,0,0,0
0.280248,0.713081,0.555911,0,0,0,1,0,0,0
0.726853,0.804986,0.589163,0,1,1,0,0,0,0
0.637203,0.778057,0.514609,0,1,1,0,0,0,0
0.475946,0.605879,0.46775,0,0,0,0,1,0,0
0.591243,0.761373,0.666207,0,1,1,0,0,0,0
0.591262,0.24145,0.255775,1,0,0,0,0,0,0
0.243185,0.713752,0.651162,0,0,0,1,0,0,0
0.501347,0.822037,0.62021,0,1,1,0,0,0,0
0.508427,0.170105,0.346024,1,0,0,0,0,0,0
0.620515,0.769791,0.643519,0,1,1,0,0,0,0
0.677484,0.785778,0.571728,0,1,1,0,0,0,0
0.624928,0.787029,0.570985,0,1,1,0,0,0,0
0.481113,0.659673,0.720095,0,1,0,1,0,0,0
0.440717,0.633598,0.624339,0,0,0,1,0,0,0
0.53007,0.342707,0.377179,1,0,0,0,0,0,0
0.658996,0.295063,0.278207,1,0,0,0,0,0,0
0.293254,0.682236,0.709866,0,0,0,1,0,0,0
0.31718,0.689656,0.715,0,0,0,1,0,0,0
0.563259,0.12974,0.27624,1,0,0,0,0,0,0
0.604744,0.232633,0.277462,1,0,0,0,0,0,0
0.402142,0.491313,0.688558,0,0,0,1,0,0,0
0.601751,0.269506,0.167492,1,0,0,0,0,0,0
0.456591,0.528298,0.295076,0,0,0,0,1,0,0
0.438768,0.799448,0.562227,0,1,1,0,0,0,0
0.305481,0.67978,0.717352,0,0,0,1,0,0,0
0.474371,0.678235,0.717828,0,1,0,1,0,0,0
0.615704,0.237304,0.27951,1,0,0,0,0,0,0
0.568531,0.779542,0.66501,0,1,1,0,0,0,0
0.251287,0.62171,0.691615,0,0,0,1,0,0,0
0.770406,0.238844,0.192654,1,0,0,0,0,0,0
0.615251,0.142059,0.359365,1,0,0,0,0,0,0
0.540974,0.711937,0.65998,0,1,1,0,0,0,0
0.671416,0.799095,0.651896,0,1,1,0,0,0,0
0.646566,0.786574,0.565713,0,1,1,0,0,0,0
0.352031,0.575376,0.723629,0,0,0,1,0,0,0
0.312446,0.512484,0.653958,0,0,0,1,0,0,0
0.648238,0.178391,0.345386,1,0,0,0,0,0,0
0.420083,0.734061,0.67854,0,1,0,1,0,0,0
0.591928,0.180951,0.231768,1,0,0,0,0,0,0
0.516233,0.730096,0.673918,0,1,1,0,0,0,0
0.20101,0.554424,0.840265,0,0,0,1,0,0,0
0.640685,0.796845,0.556806,0,1,1,0,0,0,0
0.535963,0.608496,0.404519,0,0,0,0,1,0,0
0.811175,0.236193,0.283025,1,0,0,0,0,0,0
0.508348,0.768907,0.665013,0,1,1,0,0,0,0
0.480402,0.567998,0.289141,0,0,0,0,1,0,0
0.625859,0.804997,0.562427,0,1,1,0,0,0,0
0.746817,0.790187,0.578866,0,1,1,0,0,0,0
0.648742,0.362604,0.32704,1,0,0,0,0,0,0
0.189062,0.564952,0.64634,0,0,0,1,0,0,0
0.583544,0.119942,0.220232,1,0,0,0,0,0,0
0.617621,0.189928,0.288279,1,0,0,0,0,0,0
0.665551,0.74301,0.530917,0,1,1,0,0,0,0
0.515612,0.58839,0.292576,0,0,0,0,1,0,0
0.514252,0.452361,0.337547,0,0,0,0,1,0,0
0.730695,0.711098,0.738573,0,1,0,0,0,0,0
0.488937,0.557982,0.283953,0,0,0,0,1,0,0
0.529734,0.59326,0.443488,0,0,0,0,1,0,0
0.444922,0.552016,0.767532,0,0,0,1,0,0,0
0.559865,0.800427,0.715936,0,1,1,0,0,0,0
0.635192,0.772465,0.578434,0,1,1,0,0,0,0
0.275755,0.67844,0.724023,0,0,0,1,0,0,0
0.347738,0.652636,0.720997,0,0,0,1,0,0,0
0.234922,0.656377,0.854689,0,0,0,1,0,0,0
0.714671,0.63256,0.59996,0,1,1,0,0,0,0
0.675064,0.295373,0.158536,1,0,0,0,0,0,0
0.634018,0.578639,0.278096,0,0,0,0,1,0,0
0.68615,0.781553,0.608661,0,1,1,0,0,0,0
0.448265,0.670164,0.344295,0,0,0,0,1,0,0
0.623032,0.781977,0.668759,0,1,1,0,0,0,0
0.535769,0.677516,0.615964,0,1,1,0,0,0,0
0.485715,0.653749,0.662464,0,1,0,1,0,0,0
0.269353,0.658218,0.737741,0,0,0,1,0,0,0
0.484782,0.722446,0.790871,0,1,0,1,0,0,0
0.574972,0.224548,0.265508,1,0,0,0,0,0,0
0.554667,0.15345,0.228652,1,0,0,0,0,0,0
0.547749,0.243066,0.337041,1,0,0,0,0,0,0
0.654272,0.842174,0.637147,0,1,1,0,0,0,0
0.376593,0.654163,0.720046,0,0,0,1,0,0,0
0.565063,0.794122,0.59653,0,1,1,0,0,0,0
0.388074,0.584937,0.622127,0,0,0,1,0,0,0
0.619553,0.731167,0.596991,0,1,1,0,0,0,0
0.630518,0.771693,0.715625,0,1,1,0,0,0,0
0.628382,0.786611,0.569861,0,1,1,0,0,0,0
0.434818,0.654535,0.720251,0,0,0,1,0,0,0
0.244111,0.608848,0.739404,0,0,0,1,0,0,0
0.447731,0.213129,0.241123,1,0,0,0,0,0,0
0.557291,0.546223,0.253102,0,0,0,0,1,0,0
0.495996,0.538631,0.37665,0,0,0,0,1,0,0
0.482124,0.565864,0.261749,0,0,0,0,1,0,0
0.618471,0.895729,0.543536,0,1,1,0,0,0,0
0.608259,0.851278,0.55689,0,1,1,0,0,0,0
0.618967,0.764017,0.659419,0,1,1,0,0,0,0
0.522885,0.583977,0.267157,0,0,0,0,1,0,0
0.631631,0.253565,0.279828,1,0,0,0,0,0,0
0.654552,0.463446,0.327692,0,0,0,0,1,0,0
0.585823,0.745165,0.643501,0,1,1,0,0,0,0
0.612945,0.235115,0.300523,1,0,0,0,0,0,0
0.616951,0.777941,0.648451,0,1,1,0,0,0,0
0.615297,0.796122,0.583316,0,1,1,0,0,0,0
0.275686,0.662317,0.636919,0,0,0,1,0,0,0
0.591926,0.618737,0.57966,0,1,1,0,0,0,0
0.5808,0.509229,0.378084,0,0,0,0,1,0,0
0.157607,0.709912,0.825473,0,0,0,1,0,0,0
0.726184,0.797774,0.586699,0,1,1,0,0,0,0
0.638967,0.21276,0.244134,1,0,0,0,0,0,0
0.747341,0.841277,0.702845,0,1,1,0,0,0,0
0.2763,0.674553,0.709506,0,0,0,1,0,0,0
0.682784,0.666191,0.696791,0,1,1,0,0,0,0
0.507213,0.759157,0.493972,0,1,1,0,0,0,0
0.60815,0.772257,0.622674,0,1,1,0,0,0,0
0.494313,0.562322,0.301859,0,0,0,0,1,0,0
0.761316,0.249722,0.233116,1,0,0,0,0,0,0
0.399712,0.514207,0.374233,0,0,0,0,1,0,0
0.527954,0.633391,0.589273,0,1,1,0,0,0,0
0.608349,0.769751,0.569408,0,1,1,0,0,0,0
0.329843,0.670825,0.715331,0,0,0,1,0,0,0
0.632337,0.737712,0.636959,0,1,1,0,0,0,0
0.262857,0.701865,0.676852,0,0,0,1,0,0,0
0.588947,0.515375,0.242947,0,0,0,0,1,0,0
0.69278,0.171831,0.14533,1,0,0,0,0,0,0
0.244738,0.691542,0.706396,0,0,0,1,0,0,0
0.312761,0.738662,0.794378,0,0,0,1,0,0,0
0.533253,0.535292,0.277912,0,0,0,0,1,0,0
0.595083,0.881957,0.517218,0,1,1,0,0,0,0
0.566208,0.761367,0.529994,0,1,1,0,0,0,0
0.61538,0.754624,0.62283,0,1,1,0,0,0,0
0.479058,0.481981,0.447933,0,0,0,0,1,0,0
0.484473,0.558762,0.277601,0,0,0,0,1,0,0
0.474305,0.563804,0.280696,0,0,0,0,1,0,0
0.574546,0.67586,0.346245,0,0,0,0,1,0,0
0.719047,0.685277,0.579355,0,1,1,0,0,0,0
0.601793,0.957328,0.556146,0,0,1,0,0,0,0
0.536034,0.785962,0.568096,0,1,1,0,0,0,0
0.645295,0.765617,0.648934,0,1,1,0,0,0,0
0.22628,0.603498,0.787457,0,0,0,1,0,0,0
0.597537,0.23933,0.189899,1,0,0,0,0,0,0
0.622061,0.759313,0.648252,0,1,1,0,0,0,0
0.485835,0.561249,0.0888,0,0,0,0,1,0,0
0.382567,0.646729,0.702424,0,0,0,1,0,0,0
0.634896,0.601142,0.155334,0,0,0,0,1,0,0
0.193138,0.677415,0.580056,0,0,0,1,0,0,0
0.607821,0.794226,0.585063,0,1,1,0,0,0,0
0.647628,0.732356,0.675453,0,1,1,0,0,0,0
0.533082,0.516572,0.189735,0,0,0,0,1,0,0
0.32001,0.782471,0.76745,0,0,0,1,0,0,0
0.505354,0.553057,0.298407,0,0,0,0,1,0,0
0.536615,0.758707,0.698542,0,1,1,0,0,0,0
0.620599,0.23689,0.282288,1,0,0,0,0,0,0
0.483596,0.570593,0.287385,0,0,0,0,1,0,0
0.510631,0.63047,0.276752,0,0,0,0,1,0,0
0.481992,0.664761,0.752642,0,1,0,1,0,0,0
0.598756,0.758811,0.679456,0,1,1,0,0,0,0
0.622781,0.198755,0.269557,1,0,0,0,0,0,0
0.730897,0.793413,0.573553,0,1,1,0,0,0,0
0.547858,0.925142,0.50756,0,0,1,0,0,0,0
0.449944,0.239564,0.299828,1,0,0,0,0,0,0
0.619818,0.224089,0.261088,1,0,0,0,0,0,0
0.32067,0.533455,0.568758,0,0,0,1,0,0,0
0.814749,0.247004,0.27727,1,0,0,0,0,0,0
0.621019,0.284404,0.240572,1,0,0,0,0,0,0
0.594657,0.791757,0.645008,0,1,1,0,0,0,0
0.730721,0.810309,0.579693,0,1,1,0,0,0,0
0.424574,0.559247,0.318817,0,0,0,0,1,0,0
0.654756,0.223897,0.252483,1,0,0,0,0,0,0
0.325079,0.658611,0.70234,0,0,0,1,0,0,0
0.710789,0.839535,0.716293,0,1,1,0,0,0,0
0.658062,0.206823,0.295887,1,0,0,0,0,0,0
0.517303,0.826305,0.678119,0,1,1,0,0,0,0
0.312173,0.659442,0.735983,0,0,0,1,0,0,0
0.570277,0.26777,0.232374,1,0,0,0,0,0,0
0.691788,0.832558,0.583158,0,1,1,0,0,0,0
0.516896,0.526281,0.212083,0,0,0,0,1,0,0
0.498528,0.698545,0.761649,0,1,0,1,0,0,0
0.485429,0.550485,0.365833,0,0,0,0,1,0,0
0.59209,0.183917,0.186404,1,0,0,0,0,0,0
0.616484,0.559977,0.292792,0,0,0,0,1,0,0
0.282275,0.730545,0.785486,0,0,0,1,0,0,0
0.652978,0.926175,0.589464,0,1,1,0,0,0,0
0.561069,0.687423,0.415434,0,0,1,0,1,0,0
0.552095,0.744616,0.666367,0,1,1,0,0,0,0
0.490913,0.583726,0.304409,0,0,0,0,1,0,0
0.495778,0.769282,0.549179,0,1,1,0,0,0,0
0.699483,0.245524,0.291195,1,0,0,0,0,0,0
0.692621,0.284697,0.271734,1,0,0,0,0,0,0
0.706839,0.322047,0.248576,1,0,0,0,0,0,0
0.381139,0.556452,0.260082,0,0,0,0,1,0,0
0.616711,0.284027,0.330727,1,0,0,0,0,0,0
0.668792,0.785369,0.625463,0,1,1,0,0,0,0
0.513529,0.748135,0.682074,0,1,1,0,0,0,0
0.64488,0.618166,0.603108,0,1,1,0,0,0,0
0.550721,0.615958,0.315235,0,0,0,0,1,0,0
0.526448,0.782054,0.724978,0,1,1,0,0,0,0
0.63568,0.191864,0.243715,1,0,0,0,0,0,0
0.606391,0.786451,0.575652,0,1,1,0,0,0,0
0.306255,0.655338,0.722524,0,0,0,1,0,0,0
0.769141,0.779808,0.63503,0,1,1,0,0,0,0
0.614866,0.233108,0.260958,1,0,0,0,0,0,0
0.812203,0.759829,0.619932,0,0,1,0,0,0,0
0.567455,0.782335,0.637495,0,1,1,0,0,0,0
0.578988,0.696878,0.697518,0,1,1,0,0,0,0
0.251423,0.654724,0.583524,0,0,0,1,0,0,0
0.46595,0.262801,0.243921,1,0,0,0,0,0,0
0.279583,0.819202,0.831477,0,0,0,1,0,0,0
0.481548,0.181194,0.316384,1,0,0,0,0,0,0
0.383755,0.555893,0.294757,0,0,0,0,1,0,0
0.50801,0.584346,0.326285,0,0,0,0,1,0,0
0.420578,0.685814,0.745066,0,0,0,1,0,0,0
0.140713,0.651333,0.718623,0,0,0,1,0,0,0
0.782022,0.203176,0.310696,1,0,0,0,0,0,0
0.675498,0.684262,0.64234,0,1,1,0,0,0,0
0.465178,0.497437,0.157843,0,0,0,0,1,0,0
0.500005,0.235953,0.336251,1,0,0,0,0,0,0
0.647369,0.777322,0.572533,0,1,1,0,0,0,0
0.421035,0.563594,0.289176,0,0,0,0,1,0,0
0.384805,0.664582,0.705562,0,0,0,1,0,0,0
0.276822,0.630078,0.708167,0,0,0,1,0,0,0
0.581295,0.803856,0.830904,0,1,0,0,0,0,0
0.679333,0.788634,0.588332,0,1,1,0,0,0,0
0.523521,0.639927,0.255236,0,0,0,0,1,0,0
0.718642,0.276673,0.318068,1,0,0,0,0,0,0
0.649418,0.229685,0.388277,1,0,0,0,0,0,0
0.455284,0.573712,0.285826,0,0,0,0,1,0,0
0.586733,0.742819,0.629563,0,1,1,0,0,0,0
0.231844,0.68566,0.736713,0,0,0,1,0,0,0
