@relation 'MOA: -C 5'

@attribute a_5 numeric
@attribute a_6 numeric
@attribute class0- {0,1}
@attribute class1- {0,1}
@attribute class2- {0,1}
@attribute class3- {0,1}
@attribute class4- {0,1}

@data
0.785093,0.784085,0,1,1,0,0
0.518168,0.64453,1,0,0,0,0
0.505825,0.571633,1,0,0,0,0
0.430011,0.626053,1,0,0,0,0
0.869661,0.501316,0,0,1,0,0
0.871175,0.632402,0,1,1,0,0
0.612826,0.591852,1,0,1,0,0
0.685698,0.774513,0,1,1,0,0
0.745528,0.630597,0,1,1,0,0
0.909036,0.846725,0,1,0,0,0
0.788538,0.437346,0,0,1,0,0
0.757109,0.680337,0,1,1,0,0
0.886142,0.519992,0,0,1,0,0
0.808742,0.659805,0,1,1,0,0
0.743224,0.662609,0,1,1,0,0
0.849529,0.718363,0,1,1,0,0
0.375857,0.61041,1,0,0,0,0
0.733975,0.569962,0,1,1,0,0
0.503894,0.446252,1,0,0,0,0
0.946444,0.761423,0,1,0,0,0
0.772542,0.772518,0,1,1,0,0
0.601412,0.564902,1,0,1,0,0
0.920996,0.830848,0,1,0,0,0
0.73748,0.783582,0,1,1,0,0
0.892339,0.640918,0,1,1,0,0
0.787804,0.621633,0,1,1,0,0
0.815119,0.600521,0,1,1,0,0
0.708368,0.710573,0,1,1,0,0
0.736896,0.498999,0,0,1,0,0
0.644051,0.689888,1,1,1,0,0
0.591043,0.732672,1,1,1,0,0
0.467393,0.583978,1,0,0,0,0
0.600965,0.77367,1,1,0,0,0
0.450888,0.658424,1,0,0,0,0
0.62724,0.758069,1,1,1,0,0
0.815696,0.54078,0,1,1,0,0
0.791467,0.535668,0,1,1,0,0
0.740597,0.632787,0,1,1,0,0
0.480445,0.565404,1,0,0,0,0
0.776345,0.530861,0,1,1,0,0
0.791626,0.619912,0,1,1,0,0
0.57167,0.571394,1,0,1,0,0
0.794824,0.864896,0,1,0,0,0
0.394371,0.664851,1,0,0,0,0
0.727001,0.584825,0,1,1,0,0
0.7631,0.712312,0,1,1,0,0
0.661988,0.802495,0,1,1,0,0
0.536101,0.666704,1,0,0,0,0
0.505908,0.623565,1,0,0,0,0
0.54523,0.576814,1,0,0,0,0
0.555868,0.601344,1,0,1,0,0
0.458155,0.759931,1,0,0,0,0
0.558322,0.744722,1,0,0,0,0
0.423942,0.752704,1,0,0,0,0
0.858379,0.701816,0,1,1,0,0
0.824045,0.825859,0,1,0,0,0
0.500113,0.604463,1,0,0,0,0
0.667439,0.556721,1,1,1,0,0
0.472218,0.53777,1,0,0,0,0
0.759603,0.614772,0,1,1,0,0
0.723595,0.571761,0,1,1,0,0
0.766214,0.548011,0,1,1,0,0
0.897533,0.703977,0,1,1,0,0
0.727125,0.741483,0,1,1,0,0
0.752741,0.682712,0,1,1,0,0
0.793079,0.732427,0,1,1,0,0
0.861844,0.567872,0,1,1,0,0
0.511239,0.652291,1,0,0,0,0
0.613156,0.794552,0,1,0,0,0
0.896866,0.715558,0,1,1,0,0
0.746884,0.642879,0,1,1,0,0
0.770961,0.609129,0,1,1,0,0
0.476455,0.57917,1,0,0,0,0
0.843508,0.703323,0,1,1,0,0
0.725172,0.770143,0,1,1,0,0
0.689332,0.575968,1,1,1,0,0
0.844991,0.568165,0,1,1,0,0
0.663034,0.699331,1,1,1,0,0
0.75588,0.730289,0,1,1,0,0
0.50271,0.682243,1,0,0,0,0
0.733883,0.625827,0,1,1,0,0
0.393566,0.585652,1,0,0,0,0
0.525095,0.641116,1,0,0,0,0
0.493697,0.688385,1,0,0,0,0
0.466056,0.721873,1,0,0,0,0
0.716138,0.621291,0,1,1,0,0
0.716202,0.739939,0,1,1,0,0
0.753342,0.722121,0,1,1,0,0
0.766902,0.801697,0,1,1,0,0
0.51225,0.695477,1,0,0,0,0
0.392965,0.522253,1,0,0,0,0
0.649672,0.67251,1,1,1,0,0
0.768341,0.744747,0,1,1,0,0
0.729571,0.60557,0,1,1,0,0
0.751043,0.737054,0,1,1,0,0
0.46862,0.648503,1,0,0,0,0
0.723643,0.650429,0,1,1,0,0
0.815778,0.631101,0,1,1,0,0
0.48824,0.505207,1,0,0,0,0
0.523828,0.655657,1,0,0,0,0
0.757086,0.629647,0,1,1,0,0
0.519892,0.614301,1,0,0,0,0
0.664368,0.602314,1,1,1,0,0
0.421701,0.483299,1,0,0,0,0
0.560524,0.562251,1,0,1,0,0
0.565616,0.571138,1,0,1,0,0
0.860641,0.762866,0,1,1,0,0
0.507646,0.611766,1,0,0,0,0
0.845546,0.611499,0,1,1,0,0
0.853277,0.759654,0,1,1,0,0
0.753631,0.622112,0,1,1,0,0
0.575847,0.751073,1,1,0,0,0
0.799976,0.732212,0,1,1,0,0
0.749008,0.542523,0,1,1,0,0
0.772804,0.699269,0,1,1,0,0
0.446409,0.617658,1,0,0,0,0
0.807607,0.808938,0,1,1,0,0
0.889244,0.701819,0,1,1,0,0
0.72848,0.527313,0,0,1,0,0
0.698076,0.723276,0,1,1,0,0
0.710568,0.567262,0,1,1,0,0
0.745846,0.635912,0,1,1,0,0
0.373093,0.697161,1,0,0,0,0
0.735496,0.641982,0,1,1,0,0
0.708876,0.557553,0,1,1,0,0
0.765861,0.731809,0,1,1,0,0
0.790052,0.547748,0,1,1,0,0
0.648611,0.660144,1,1,1,0,0
0.571912,0.602641,1,0,1,0,0
0.777107,0.690898,0,1,1,0,0
0.418292,0.550738,1,0,0,0,0
0.719664,0.617997,0,1,1,0,0
0.465644,0.498426,1,0,0,0,0
0.873645,0.811175,0,1,0,0,0
0.592689,0.453542,1,0,0,0,0
0.556375,0.761905,1,0,0,0,0
0.776835,0.750702,0,1,1,0,0
0.554882,0.539828,1,0,0,0,0
0.464625,0.640086,1,0,0,0,0
0.676889,0.529629,1,0,1,0,0
0.631638,0.813986,0,1,0,0,0
0.492471,0.605849,1,0,0,0,0
0.31062,0.647692,1,0,0,0,0
0.500612,0.614663,1,0,0,0,0
0.638887,0.573133,1,1,1,0,0
0.759161,0.660479,0,1,1,0,0
0.592966,0.647857,1,1,1,0,0
0.444536,0.633863,1,0,0,0,0
0.749349,0.600088,0,1,1,0,0
0.874468,0.729672,0,1,1,0,0
0.587957,0.663848,1,1,1,0,0
0.73907,0.629846,0,1,1,0,0
0.413819,0.726864,1,0,0,0,0
0.512687,0.780853,1,0,0,0,0
0.746295,0.689373,0,1,1,0,0
0.734718,0.723303,0,1,1,0,0
0.491079,0.66409,1,0,0,0,0
0.526626,0.673783,1,0,0,0,0
0.828975,0.752689,0,1,1,0,0
0.833511,0.672008,0,1,1,0,0
0.476123,0.651776,1,0,0,0,0
0.689351,0.677138,1,1,1,0,0
0.833829,0.743706,0,1,1,0,0
0.722993,0.477733,0,0,1,0,0
0.595246,0.625227,1,1,1,0,0
0.632157,0.595484,1,1,1,0,0
0.532487,0.505538,1,0,0,0,0
0.714076,0.591347,0,1,1,0,0
0.738974,0.709278,0,1,1,0,0
0.757783,0.639936,0,1,1,0,0
0.501682,0.595054,1,0,0,0,0
0.865238,0.750164,0,1,1,0,0
0.522019,0.705533,1,0,0,0,0
0.606085,0.701031,1,1,1,0,0
0.390541,0.59453,1,0,0,0,0
0.49365,0.648617,1,0,0,0,0
0.826909,0.865071,0,1,0,0,0
0.783946,0.500934,0,0,1,0,0
0.500643,0.627446,1,0,0,0,0
0.37367,0.583204,1,0,0,0,0
0.480029,0.761895,1,0,0,0,0
0.811782,0.783162,0,1,1,0,0
0.710464,0.731603,0,1,1,0,0
0.61269,0.711426,1,1,1,0,0
0.675156,0.62904,1,1,1,0,0
0.653612,0.714354,1,1,1,0,0
0.751851,0.612609,0,1,1,0,0
0.534538,0.494341,1,0,0,0,0
0.635808,0.581226,1,1,1,0,0
0.499898,0.58891,1,0,0,0,0
0.503216,0.591261,1,0,0,0,0
0.759062,0.65069,0,1,1,0,0
0.844624,0.708151,0,1,1,0,0
0.817439,0.670085,0,1,1,0,0
0.698778,0.578953,0,1,1,0,0
0.607317,0.748059,1,1,1,0,0
0.785135,0.886226,0,1,0,0,0
0.783252,0.733453,0,1,1,0,0
0.804754,0.522119,0,0,1,0,0
0.751772,0.741511,0,1,1,0,0
0.80145,0.593246,0,1,1,0,0
0.550369,0.516746,1,0,0,0,0
0.782664,0.563129,0,1,1,0,0
0.729531,0.559072,0,1,1,0,0
0.811275,0.668304,0,1,1,0,0
0.482009,0.728946,1,0,0,0,0
0.700437,0.654804,0,1,1,0,0
0.58848,0.571825,1,0,1,0,0
0.864196,0.739468,0,1,1,0,0
0.389274,0.768476,1,0,0,0,0
0.751137,0.676964,0,1,1,0,0
0.908666,0.827414,0,1,0,0,0
0.49478,0.618752,1,0,0,0,0
0.54417,0.711597,1,0,0,0,0
0.656745,0.647701,1,1,1,0,0
0.760175,0.741739,0,1,1,0,0
0.715321,0.864708,0,1,0,0,0
0.707689,0.629274,0,1,1,0,0
0.696433,0.598016,1,1,1,0,0
0.953414,0.734931,0,1,0,0,0
0.806198,0.53131,0,1,1,0,0
0.770221,0.632901,0,1,1,0,0
0.722967,0.736,0,1,1,0,0
0.58148,0.445048,1,0,0,0,0
0.493718,0.610837,1,0,0,0,0
0.754313,0.719031,0,1,1,0,0
0.824536,0.734347,0,1,1,0,0
0.753299,0.697381,0,1,1,0,0
0.466152,0.609447,1,0,0,0,0
0.877663,0.73207,0,1,1,0,0
0.882248,0.618295,0,1,1,0,0
0.785385,0.866811,0,1,0,0,0
0.795937,0.577617,0,1,1,0,0
0.655378,0.689056,1,1,1,0,0
0.73864,0.634657,0,1,1,0,0
0.629838,0.626155,1,1,1,0,0
0.572473,0.561469,1,0,1,0,0
0.327365,0.619809,1,0,0,0,0
0.614576,0.782871,0,1,1,0,0
0.496047,0.617706,1,0,0,0,0
0.707462,0.585441,0,1,1,0,0
0.868341,0.570962,0,1,1,0,0
0.766094,0.626074,0,1,1,0,0
0.36595,0.743822,1,0,0,0,0
0.789517,0.636831,0,1,1,0,0
0.53681,0.539591,1,0,0,0,0
0.837727,0.572613,0,1,1,0,0
0.575991,0.525792,1,0,1,0,0
0.83099,0.566656,0,1,1,0,0
0.75279,0.631571,0,1,1,0,0
0.910025,0.801296,0,1,0,0,0
0.517955,0.648315,1,0,0,0,0
0.73867,0.551695,0,1,1,0,0
0.787909,0.782139,0,1,1,0,0
0.753581,0.590326,0,1,1,0,0
0.743619,0.592534,0,1,1,0,0
0.602572,0.639203,1,1,1,0,0
0.784779,0.76733,0,1,1,0,0
0.599934,0.449891,1,0,0,0,0
0.710393,0.913864,0,1,0,0,0
0.786574,0.696902,0,1,1,0,0
0.489951,0.447025,1,0,0,0,0
0.900424,0.672238,0,1,1,0,0
0.78147,0.714246,0,1,1,0,0
0.668773,0.696022,1,1,1,0,0
0.493461,0.437836,1,0,0,0,0
0.469577,0.560628,1,0,0,0,0
0.524647,0.597545,1,0,0,0,0
0.663084,0.609324,1,1,1,0,0
0.821477,0.669058,0,1,1,0,0
0.427423,0.614658,1,0,0,0,0
0.407701,0.699683,1,0,0,0,0
0.740762,0.696414,0,1,1,0,0
0.791847,0.813498,0,1,1,0,0
0.66365,0.686056,1,1,1,0,0
0.491744,0.609388,1,0,0,0,0
0.647092,0.757869,0,1,1,0,0
0.37815,0.571328,1,0,0,0,0
0.743549,0.576181,0,1,1,0,0
0.652874,0.651138,1,1,1,0,0
0.407035,0.673751,1,0,0,0,0
0.683808,0.864322,0,1,0,0,0
0.76455,0.709156,0,1,1,0,0
0.551365,0.62942,1,0,1,0,0
0.779139,0.556472,0,1,1,0,0
0.59,0.554225,1,0,1,0,0
0.464335,0.584871,1,0,0,0,0
0.663702,0.584493,1,1,1,0,0
0.616289,0.698232,1,1,1,0,0
0.435551,0.664777,1,0,0,0,0
0.75839,0.61267,0,1,1,0,0
0.835428,0.844695,0,1,0,0,0
0.458639,0.590243,1,0,0,0,0
0.863398,0.887682,0,1,0,0,0
0.504261,0.614019,1,0,0,0,0
0.709552,0.600328,0,1,1,0,0
0.675045,0.571292,1,1,1,0,0
0.463754,0.583948,1,0,0,0,0
0.757695,0.66058,0,1,1,0,0
0.884841,0.767122,0,1,1,0,0
0.408737,0.734131,1,0,0,0,0
0.727836,0.543776,0,1,1,0,0
0.79687,0.55161,0,1,1,0,0
0.706341,0.641784,0,1,1,0,0
0.763339,0.638617,0,1,1,0,0
0.650094,0.519655,1,0,1,0,0
0.398492,0.603024,1,0,0,0,0
0.528118,0.443544,1,0,0,0,0
0.719665,0.891625,0,1,0,0,0
0.483818,0.605382,1,0,0,0,0
0.783842,0.44087,0,0,1,0,0
0.783152,0.643656,0,1,1,0,0
0.865646,0.633147,0,1,1,0,0
0.559381,0.600755,1,0,1,0,0
0.63342,0.57403,1,1,1,0,0
0.684504,0.709131,0,1,1,0,0
0.856014,0.728148,0,1,1,0,0
0.858841,0.484525,0,0,1,0,0
0.702148,0.435286,0,0,1,0,0
0.492103,0.506096,1,0,0,0,0
0.380014,0.750074,1,0,0,0,0
0.658138,0.801962,0,1,1,0,0
0.711059,0.642905,0,1,1,0,0
0.509982,0.511503,1,0,0,0,0
0.554942,0.482288,1,0,0,0,0
0.779311,0.673498,0,1,1,0,0
0.764744,0.744986,0,1,1,0,0
0.909589,0.676103,0,1,1,0,0
0.515222,0.585927,1,0,0,0,0
0.480601,0.682974,1,0,0,0,0
0.724179,0.616034,0,1,1,0,0
0.530687,0.496394,1,0,0,0,0
0.769972,0.746123,0,1,1,0,0
0.798166,0.620979,0,1,1,0,0
0.758708,0.72955,0,1,1,0,0
0.816715,0.536399,0,1,1,0,0
0.753232,0.89735,0,1,0,0,0
0.875845,0.691821,0,1,1,0,0
0.684963,0.664866,1,1,1,0,0
0.569031,0.630424,1,0,1,0,0
0.702695,0.739472,0,1,1,0,0
0.519488,0.563949,1,0,0,0,0
0.747387,0.717114,0,1,1,0,0
0.488557,0.537403,1,0,0,0,0
0.73889,0.633843,0,1,1,0,0
0.854006,0.523481,0,0,1,0,0
0.697458,0.591922,1,1,1,0,0
0.479024,0.743391,1,0,0,0,0
0.820994,0.49729,0,0,1,0,0
0.780684,0.612085,0,1,1,0,0
0.673603,0.777778,0,1,1,0,0
0.410122,0.639777,1,0,0,0,0
0.617169,0.684069,1,1,1,0,0
0.849486,0.740946,0,1,1,0,0
0.665124,0.568333,1,1,1,0,0
0.828904,0.616734,0,1,1,0,0
0.568726,0.672181,1,1,1,0,0
0.499436,0.615587,1,0,0,0,0
0.877197,0.863991,0,1,0,0,0
0.771936,0.682973,0,1,1,0,0
0.643556,0.571374,1,1,1,0,0
0.708968,0.719023,0,1,1,0,0
0.842427,0.584536,0,1,1,0,0
0.830682,0.804051,0,1,1,0,0
0.413752,0.736398,1,0,0,0,0
0.613112,0.733239,1,1,1,0,0
0.503205,0.556759,1,0,0,0,0
0.769524,0.722075,0,1,1,0,0
0.754004,0.655986,0,1,1,0,0
0.732508,0.783656,0,1,1,0,0
0.714674,0.799712,0,1,1,0,0
0.424481,0.767426,1,0,0,0,0
0.759509,0.866794,0,1,0,0,0
0.804608,0.603087,0,1,1,0,0
0.872045,0.71772,0,1,1,0,0
0.606615,0.70373,1,1,1,0,0
0.53129,0.468246,1,0,0,0,0
0.661224,0.825095,0,1,0,0,0
0.783102,0.659003,0,1,1,0,0
0.94397,0.735287,0,1,0,0,0
0.69711,0.642009,1,1,1,0,0
0.503545,0.613552,1,0,0,0,0
0.865883,0.666363,0,1,1,0,0
0.517677,0.510581,1,0,0,0,0
0.750914,0.729063,0,1,1,0,0
0.737149,0.639611,0,1,1,0,0
0.932262,0.615204,0,0,1,0,0
0.56163,0.658445,1,0,1,0,0
0.653463,0.575148,1,1,1,0,0
0.475202,0.503395,1,0,0,0,0
0.868357,0.67458,0,1,1,0,0
0.581864,0.525366,1,0,1,0,0
0.529509,0.778343,1,0,0,0,0
0.620643,0.613655,1,1,1,0,0
0.34371,0.686287,1,0,0,0,0
0.762552,0.714088,0,1,1,0,0
0.843732,0.774622,0,1,1,0,0
0.746679,0.772701,0,1,1,0,0
0.753138,0.611426,0,1,1,0,0
0.492515,0.589851,1,0,0,0,0
0.732509,0.804569,0,1,1,0,0
0.616205,0.723686,1,1,1,0,0
0.838291,0.674328,0,1,1,0,0
0.483947,0.611092,1,0,0,0,0
0.755646,0.799827,0,1,1,0,0
0.476935,0.638862,1,0,0,0,0
0.793776,0.713876,0,1,1,0,0
0.91673,0.790396,0,1,0,0,0
0.786225,0.749611,0,1,1,0,0
0.888843,0.847739,0,1,0,0,0
0.700699,0.678855,0,1,1,0,0
0.678873,0.650528,1,1,1,0,0
0.404253,0.553264,1,0,0,0,0
0.918407,0.625788,0,1,1,0,0
0.831397,0.588547,0,1,1,0,0
0.727397,0.71727,0,1,1,0,0
0.692241,0.778002,0,1,1,0,0
0.608196,0.745305,1,1,1,0,0
0.439997,0.735014,1,0,0,0,0
0.511613,0.602,1,0,0,0,0
0.643482,0.647537,1,1,1,0,0
0.853405,0.756859,0,1,1,0,0
0.639895,0.480023,1,0,1,0,0
0.689147,0.659172,1,1,1,0,0
0.598072,0.601308,1,0,1,0,0
0.657052,0.564813,1,1,1,0,0
0.705762,0.668494,0,1,1,0,0
0.924918,0.818689,0,1,0,0,0
0.693685,0.5932,1,1,1,0,0
0.484529,0.599344,1,0,0,0,0
0.578436,0.779886,1,1,0,0,0
0.566505,0.737628,1,1,0,0,0
0.593663,0.564191,1,0,1,0,0
0.597667,0.554362,1,0,1,0,0
0.760893,0.779282,0,1,1,0,0
0.485977,0.618684,1,0,0,0,0
0.722577,0.638707,0,1,1,0,0
0.756874,0.784428,0,1,1,0,0
0.646308,0.58262,1,1,1,0,0
0.749401,0.637183,0,1,1,0,0
0.752707,0.886542,0,1,0,0,0
0.788359,0.694413,0,1,1,0,0
0.732594,0.469992,0,0,1,0,0
0.451489,0.509205,1,0,0,0,0
0.711969,0.715107,0,1,1,0,0
0.494206,0.554573,1,0,0,0,0
0.428485,0.663501,1,0,0,0,0
0.478262,0.633112,1,0,0,0,0
0.856137,0.800184,0,1,0,0,0
0.763101,0.629405,0,1,1,0,0
0.687386,0.792811,0,1,1,0,0
0.734713,0.736528,0,1,1,0,0
0.951837,0.775534,0,1,0,0,0
0.768196,0.621251,0,1,1,0,0
0.825721,0.840733,0,1,0,0,0
0.797992,0.645882,0,1,1,0,0
0.74828,0.495013,0,0,1,0,0
0.809246,0.896496,0,1,0,0,0
0.462846,0.685901,1,0,0,0,0
0.766634,0.729635,0,1,1,0,0
0.446992,0.747,1,0,0,0,0
0.751647,0.69058,0,1,1,0,0
0.729224,0.865845,0,1,0,0,0
0.79904,0.438415,0,0,1,0,0
0.723369,0.805953,0,1,1,0,0
0.781923,0.635677,0,1,1,0,0
0.939396,0.743032,0,1,0,0,0
0.529241,0.57081,1,0,0,0,0
0.54608,0.62178,1,0,1,0,0
0.323758,0.617976,1,0,0,0,0
0.768084,0.732824,0,1,1,0,0
0.647132,0.60492,1,1,1,0,0
0.54805,0.627409,1,0,1,0,0
0.58064,0.517828,1,0,1,0,0
0.81441,0.608722,0,1,1,0,0
0.679919,0.562178,1,1,1,0,0
0.784916,0.719608,0,1,1,0,0
0.872407,0.785969,0,1,0,0,0
0.712634,0.758416,0,1,1,0,0
0.50746,0.529061,1,0,0,0,0
0.90375,0.67688,0,1,1,0,0
0.625334,0.696896,1,1,1,0,0
0.676229,0.55278,1,1,1,0,0
0.496469,0.617423,1,0,0,0,0
0.767187,0.890653,0,1,0,0,0
0.649298,0.741187,1,1,1,0,0
0.879006,0.771742,0,1,1,0,0
0.570835,0.466903,1,0,0,0,0
0.390796,0.521436,1,0,0,0,0
0.502195,0.600207,1,0,0,0,0
0.477645,0.595287,1,0,0,0,0
0.703836,0.710144,0,1,1,0,0
0.750052,0.699602,0,1,1,0,0
0.498135,0.620483,1,0,0,0,0
0.48521,0.608118,1,0,0,0,0
0.702449,0.817339,0,1,1,0,0
0.687317,0.798152,0,1,1,0,0
0.88674,0.542642,0,0,1,0,0
0.654224,0.712561,1,1,1,0,0
0.445552,0.660761,1,0,0,0,0
0.704546,0.625504,0,1,1,0,0
0.698023,0.472937,0,0,1,0,0
0.699197,0.614187,1,1,1,0,0
0.566163,0.70837,1,1,1,0,0
0.486475,0.6583,1,0,0,0,0
0.544737,0.616104,1,0,1,0,0
0.846895,0.679884,0,1,1,0,0
0.729334,0.576075,0,1,1,0,0
0.80442,0.627439,0,1,1,0,0
0.793286,0.696894,0,1,1,0,0
0.763279,0.556577,0,1,1,0,0
0.529163,0.59552,1,0,0,0,0
0.412578,0.610357,1,0,0,0,0
0.81811,0.713203,0,1,1,0,0
0.519263,0.579784,1,0,0,0,0
0.757681,0.711113,0,1,1,0,0
0.681178,0.836908,0,1,0,0,0
0.881712,0.7855,0,1,0,0,0
0.685613,0.666559,1,1,1,0,0
0.712903,0.574229,0,1,1,0,0
0.758443,0.836485,0,1,0,0,0
0.784118,0.655414,0,1,1,0,0
0.805005,0.575053,0,1,1,0,0
0.820614,0.582197,0,1,1,0,0
0.761675,0.632311,0,1,1,0,0
0.686277,0.674624,1,1,1,0,0
0.50011,0.64553,1,0,0,0,0
0.71182,0.586796,0,1,1,0,0
0.58524,0.813185,0,1,0,0,0
0.793067,0.507476,0,0,1,0,0
0.663591,0.646491,1,1,1,0,0
0.710639,0.627897,0,1,1,0,0
0.741118,0.819997,0,1,1,0,0
0.750701,0.845107,0,1,0,0,0
0.741993,0.546696,0,1,1,0,0
0.567282,0.490175,1,0,0,0,0
0.771462,0.49785,0,0,1,0,0
0.756313,0.694107,0,1,1,0,0
0.562918,0.572391,1,0,1,0,0
0.721554,0.621162,0,1,1,0,0
0.589726,0.630967,1,1,1,0,0
0.794139,0.626162,0,1,1,0,0
0.5849,0.668722,1,1,1,0,0
0.859143,0.520998,0,0,1,0,0
0.645735,0.675897,1,1,1,0,0
0.755889,0.584333,0,1,1,0,0
0.767139,0.596293,0,1,1,0,0
0.566455,0.555795,1,0,1,0,0
0.756491,0.731665,0,1,1,0,0
0.730247,0.611317,0,1,1,0,0
0.921954,0.838712,0,1,0,0,0
0.417491,0.687718,1,0,0,0,0
0.722765,0.822381,0,1,1,0,0
0.817272,0.661003,0,1,1,0,0
0.412689,0.59954,1,0,0,0,0
0.891128,0.71448,0,1,1,0,0
0.509248,0.654596,1,0,0,0,0
0.498948,0.631155,1,0,0,0,0
0.392491,0.530462,1,0,0,0,0
0.748485,0.693023,0,1,1,0,0
0.648167,0.581009,1,1,1,0,0
0.400132,0.684622,1,0,0,0,0
0.777265,0.767058,0,1,1,0,0
0.766728,0.778328,0,1,1,0,0
0.845297,0.757416,0,1,1,0,0
0.489417,0.701765,1,0,0,0,0
0.784118,0.64865,0,1,1,0,0
0.706722,0.823286,0,1,1,0,0
0.516568,0.728231,1,0,0,0,0
0.621187,0.721743,1,1,1,0,0
0.639116,0.817439,0,1,0,0,0
0.471392,0.713826,1,0,0,0,0
0.578295,0.575803,1,0,1,0,0
0.806011,0.903873,0,1,0,0,0
0.376312,0.566353,1,0,0,0,0
0.306446,0.586449,1,0,0,0,0
0.830634,0.720108,0,1,1,0,0
0.809398,0.784179,0,1,1,0,0
0.826816,0.540439,0,1,1,0,0
0.73985,0.600798,0,1,1,0,0
0.835332,0.732126,0,1,1,0,0
0.699051,0.599272,1,1,1,0,0
0.494705,0.470111,1,0,0,0,0
0.772356,0.473063,0,0,1,0,0
0.833338,0.63499,0,1,1,0,0
0.694176,0.568838,1,1,1,0,0
0.479758,0.573307,1,0,0,0,0
0.517986,0.573775,1,0,0,0,0
0.526651,0.593619,1,0,0,0,0
0.687094,0.657636,1,1,1,0,0
0.648822,0.465409,0,0,1,0,0
0.707928,0.587606,0,1,1,0,0
0.777028,0.712307,0,1,1,0,0
0.357895,0.637007,1,0,0,0,0
0.628762,0.566675,1,0,1,0,0
0.668015,0.626908,1,1,1,0,0
0.615439,0.458016,1,0,0,0,0
0.702257,0.608256,0,1,1,0,0
0.748486,0.59704,0,1,1,0,0
0.840477,0.658483,0,1,1,0,0
0.750516,0.746677,0,1,1,0,0
0.789233,0.796506,0,1,1,0,0
0.786443,0.608,0,1,1,0,0
0.792893,0.691022,0,1,1,0,0
0.826473,0.569588,0,1,1,0,0
0.467678,0.651837,1,0,0,0,0
0.763084,0.741538,0,1,1,0,0
0.383369,0.626062,1,0,0,0,0
0.469348,0.638029,1,0,0,0,0
0.754206,0.697939,0,1,1,0,0
0.741206,0.483051,0,0,1,0,0
0.484002,0.603198,1,0,0,0,0
0.781548,0.638951,0,1,1,0,0
0.619394,0.74751,1,1,1,0,0
0.725846,0.659639,0,1,1,0,0
0.757806,0.576247,0,1,1,0,0
0.677845,0.65449,1,1,1,0,0
0.573123,0.493976,1,0,0,0,0
0.479683,0.63091,1,0,0,0,0
0.730281,0.562998,0,1,1,0,0
0.725677,0.667074,0,1,1,0,0
0.578537,0.652634,1,1,1,0,0
0.352419,0.681574,1,0,0,0,0
0.818465,0.447732,0,0,1,0,0
0.639368,0.515535,1,0,1,0,0
0.767374,0.721909,0,1,1,0,0
0.475047,0.618534,1,0,0,0,0
0.765136,0.720303,0,1,1,0,0
0.650745,0.75734,0,1,1,0,0
0.516915,0.52188,1,0,0,0,0
0.878073,0.625494,0,1,1,0,0
0.711129,0.902553,0,1,0,0,0
0.698795,0.520959,0,0,1,0,0
0.516247,0.612725,1,0,0,0,0
0.744773,0.682652,0,1,1,0,0
0.64118,0.674014,1,1,1,0,0
0.763722,0.56866,0,1,1,0,0
0.740545,0.681425,0,1,1,0,0
0.420461,0.728729,1,0,0,0,0
0.791911,0.870995,0,1,0,0,0
0.778204,0.63657,0,1,1,0,0
0.562639,0.545729,1,0,1,0,0
0.675424,0.805418,0,1,1,0,0
0.747168,0.635126,0,1,1,0,0
0.74687,0.624247,0,1,1,0,0
0.771431,0.658399,0,1,1,0,0
0.734124,0.66669,0,1,1,0,0
0.784227,0.842404,0,1,0,0,0
0.768465,0.727902,0,1,1,0,0
0.46959,0.472714,1,0,0,0,0
0.769563,0.653109,0,1,1,0,0
0.837111,0.543968,0,1,1,0,0
0.49148,0.612977,1,0,0,0,0
0.805986,0.655602,0,1,1,0,0
0.515854,0.459435,1,0,0,0,0
0.77625,0.722001,0,1,1,0,0
0.668406,0.815885,0,1,1,0,0
0.55193,0.492292,1,0,0,0,0
0.617185,0.600338,1,1,1,0,0
0.651997,0.492848,1,0,1,0,0
0.872141,0.647013,0,1,1,0,0
0.769803,0.696831,0,1,1,0,0
0.657265,0.625734,1,1,1,0,0
0.770615,0.714091,0,1,1,0,0
0.84017,0.700098,0,1,1,0,0
0.582897,0.695908,1,1,1,0,0
0.462077,0.502437,1,0,0,0,0
0.478293,0.684084,1,0,0,0,0
0.503398,0.610671,1,0,0,0,0
0.660177,0.487376,0,0,1,0,0
0.523327,0.63502,1,0,0,0,0
0.896818,0.607377,0,1,1,0,0
0.651088,0.520894,1,0,1,0,0
0.345929,0.56134,1,0,0,0,0
0.672905,0.569231,1,1,1,0,0
0.628423,0.638174,1,1,1,0,0
0.546697,0.544308,1,0,0,0,0
0.637337,0.548534,1,0,1,0,0
0.681325,0.554916,1,1,1,0,0
0.50619,0.621553,1,0,0,0,0
0.808427,0.723362,0,1,1,0,0
0.651724,0.786033,0,1,1,0,0
0.686392,0.621645,1,1,1,0,0
0.54213,0.57167,1,0,0,0,0
0.583438,0.700064,1,1,1,0,0
0.851209,0.781634,0,1,1,0,0
0.35157,0.673646,1,0,0,0,0
0.634452,0.488977,1,0,1,0,0
0.744872,0.733516,0,1,1,0,0
0.509954,0.753406,1,0,0,0,0
0.712354,0.81961,0,1,1,0,0
0.613849,0.666279,1,1,1,0,0
0.585858,0.690641,1,1,1,0,0
0.872501,0.609066,0,1,1,0,0
