@relation 'MOA: -C 7'

@attribute a_7 numeric
@attribute a_8 numeric
@attribute class0- {0,1}
@attribute class1- {0,1}
@attribute class2- {0,1}
@attribute class3- {0,1}
@attribute class4- {0,1}
@attribute class5- {0,1}
@attribute class6- {0,1}

@data
0.268149,0.166541,0,0,0,0,1,0,0
0.305896,0.27876,0,0,0,1,1,0,0
0.500787,0.611166,1,0,1,0,0,0,0
0.834494,0.939183,0,1,0,0,0,0,0
0.530931,0.605585,1,0,1,0,0,0,0
0.504718,0.72323,1,0,1,0,0,0,0
0.545332,0.592124,1,0,1,0,0,0,0
0.384878,0.377712,0,0,0,1,0,0,0
0.260267,0.317014,0,0,0,1,1,0,0
0.571682,0.596701,1,0,1,0,0,0,0
0.405678,0.34257,0,0,0,1,0,0,0
0.461554,0.352347,0,0,0,1,0,0,0
0.567202,0.612473,1,0,1,0,0,0,0
0.406349,0.623783,1,0,0,0,0,0,0
0.552291,0.58482,1,0,1,0,0,0,0
0.567529,0.650641,1,0,1,0,0,0,0
0.386901,0.71551,1,0,0,0,0,0,0
0.56561,0.528955,1,0,1,0,0,0,0
0.682926,0.556092,0,0,1,0,0,0,0
0.206983,0.253998,0,0,0,1,1,0,0
0.269538,0.38809,0,0,0,1,1,0,0
0.664499,0.678259,0,0,1,0,0,0,0
0.254389,0.332167,0,0,0,1,1,0,0
0.359916,0.222773,0,0,0,1,1,0,0
0.951258,0.82377,0,1,0,0,0,0,0
0.887171,0.79062,0,1,0,0,0,0,0
0.463409,0.315675,0,0,0,1,0,0,0
0.578214,0.543693,1,0,1,0,0,0,0
0.856374,0.72201,0,1,0,0,0,0,0
0.518746,0.617385,1,0,1,0,0,0,0
0.584663,0.620739,1,0,1,0,0,0,0
0.58538,0.610569,1,0,1,0,0,0,0
0.208922,0.355581,0,0,0,1,1,0,0
0.266824,0.192577,0,0,0,1,1,0,0
0.35549,0.329331,0,0,0,1,1,0,0
0.647742,0.708868,0,0,1,0,0,0,0
0.553669,0.603338,1,0,1,0,0,0,0
0.718601,0.963816,0,1,0,0,0,0,0
0.362647,0.300516,0,0,0,1,1,0,0
0.303178,0.34559,0,0,0,1,1,0,0
0.90409,0.722548,0,1,0,0,0,0,0
0.941106,0.857777,0,1,0,0,0,0,0
0.869116,0.934507,0,1,0,0,0,0,0
0.582908,0.612052,1,0,1,0,0,0,0
0.313463,0.430465,0,0,0,1,0,0,0
0.49826,0.610597,1,0,1,0,0,0,0
0.704534,0.630974,0,0,1,0,0,0,0
0.633246,0.610308,1,0,1,0,0,0,0
0.668681,0.723497,0,1,1,0,0,0,0
0.7511,0.811501,0,1,0,0,0,0,0
0.53633,0.606846,1,0,1,0,0,0,0
0.51649,0.625348,1,0,1,0,0,0,0
0.058303,0.238357,0,0,0,0,1,0,0
0.420512,0.386646,0,0,0,1,0,0,0
0.463097,0.326204,0,0,0,1,0,0,0
0.356686,0.646091,1,0,0,0,0,0,0
0.444976,0.481619,1,0,0,0,0,0,0
0.282869,0.367784,0,0,0,1,1,0,0
0.377162,0.419572,0,0,0,1,0,0,0
0.530997,0.667048,1,0,1,0,0,0,0
0.416051,0.245942,0,0,0,1,0,0,0
0.57583,0.531396,1,0,1,0,0,0,0
0.727257,0.948457,0,1,0,0,0,0,0
0.821659,0.828918,0,1,0,0,0,0,0
0.817674,0.789178,0,1,0,0,0,0,0
0.509435,0.765417,1,0,0,0,0,0,0
0.867674,0.917614,0,1,0,0,0,0,0
0.114404,0.28865,0,0,0,0,1,0,0
0.381165,0.411672,0,0,0,1,0,0,0
0.419099,0.503465,1,0,0,0,0,0,0
0.28045,0.1948,0,0,0,1,1,0,0
0.581324,0.709172,1,0,1,0,0,0,0
0.548776,0.606744,1,0,1,0,0,0,0
0.695074,0.931845,0,1,0,0,0,0,0
0.803449,0.902996,0,1,0,0,0,0,0
0.799394,0.831416,0,1,0,0,0,0,0
0.210109,0.271504,0,0,0,1,1,0,0
0.26042,0.286407,0,0,0,1,1,0,0
0.267148,0.255862,0,0,0,1,1,0,0
0.60517,0.658276,1,0,1,0,0,0,0
0.877582,0.951263,0,1,0,0,0,0,0
0.376278,0.295953,0,0,0,1,0,0,0
0.59846,0.51212,1,0,1,0,0,0,0
0.84835,0.887028,0,1,0,0,0,0,0
0.221514,0.32287,0,0,0,1,1,0,0
0.820657,0.750822,0,1,0,0,0,0,0
0.142532,0.343385,0,0,0,0,1,0,0
0.204389,0.212434,0,0,0,0,1,0,0
0.366571,0.333067,0,0,0,1,0,0,0
0.219259,0.356394,0,0,0,1,1,0,0
0.485905,0.661341,1,0,1,0,0,0,0
0.395183,0.325273,0,0,0,1,0,0,0
0.415263,0.312459,0,0,0,1,0,0,0
0.602787,0.560797,1,0,1,0,0,0,0
0.541221,0.628113,1,0,1,0,0,0,0
0.520623,0.60297,1,0,1,0,0,0,0
0.323241,0.316347,0,0,0,1,1,0,0
0.37062,0.269199,0,0,0,1,0,0,0
0.494067,0.620818,1,0,1,0,0,0,0
0.820457,0.765386,0,1,0,0,0,0,0
0.592548,0.600695,1,0,1,0,0,0,0
0.855877,0.850277,0,1,0,0,0,0,0
0.61148,0.594433,1,0,1,0,0,0,0
0.16907,0.261655,0,0,0,0,1,0,0
0.6206,0.660992,1,0,1,0,0,0,0
0.865987,0.834416,0,1,0,0,0,0,0
0.893579,0.771303,0,1,0,0,0,0,0
0.621521,0.612936,1,0,1,0,0,0,0
0.837773,0.837665,0,1,0,0,0,0,0
0.149956,0.31341,0,0,0,0,1,0,0
0.748073,0.971182,0,1,0,0,0,0,0
0.199196,0.306652,0,0,0,1,1,0,0
0.375386,0.25204,0,0,0,1,0,0,0
0.087233,0.323596,0,0,0,0,1,0,0
0.754627,0.75335,0,1,0,0,0,0,0
0.849929,0.739704,0,1,0,0,0,0,0
0.439254,0.639588,1,0,1,0,0,0,0
0.515626,0.643167,1,0,1,0,0,0,0
0.184618,0.360054,0,0,0,0,1,0,0
0.185725,0.278043,0,0,0,0,1,0,0
0.773566,0.955024,0,1,0,0,0,0,0
0.491767,0.715315,1,0,1,0,0,0,0
0.136671,0.195283,0,0,0,0,1,0,0
0.36429,0.309672,0,0,0,1,1,0,0
0.58523,0.456252,0,0,1,0,0,0,0
0.522489,0.50068,1,0,1,0,0,0,0
0.646687,0.661579,1,0,1,0,0,0,0
0.613214,0.761495,0,0,1,0,0,0,0
0.208671,0.278311,0,0,0,1,1,0,0
0.517211,0.62359,1,0,1,0,0,0,0
0.401456,0.660409,1,0,0,0,0,0,0
0.689396,0.521995,0,0,1,0,0,0,0
0.776444,0.95526,0,1,0,0,0,0,0
0.293756,0.283873,0,0,0,1,1,0,0
0.230625,0.333558,0,0,0,1,1,0,0
0.196162,0.280574,0,0,0,1,1,0,0
0.48521,0.400327,0,0,0,1,0,0,0
0.379779,0.22032,0,0,0,1,0,0,0
0.298195,0.193306,0,0,0,1,1,0,0
0.484398,0.61562,1,0,1,0,0,0,0
0.221891,0.227639,0,0,0,1,1,0,0
0.813898,0.876293,0,1,0,0,0,0,0
0.58713,0.637299,1,0,1,0,0,0,0
0.467334,0.614853,1,0,1,0,0,0,0
0.870566,0.927544,0,1,0,0,0,0,0
0.394625,0.196842,0,0,0,1,0,0,0
0.728303,0.689755,0,1,0,0,0,0,0
0.284494,0.136543,0,0,0,0,1,0,0
0.227109,0.327542,0,0,0,1,1,0,0
0.701028,0.91598,0,1,0,0,0,0,0
0.34875,0.337752,0,0,0,1,1,0,0
0.454562,0.42461,0,0,0,1,0,0,0
0.400813,0.314647,0,0,0,1,0,0,0
0.559038,0.611114,1,0,1,0,0,0,0
0.462919,0.65495,1,0,1,0,0,0,0
0.536023,0.593999,1,0,1,0,0,0,0
0.550835,0.536004,1,0,1,0,0,0,0
0.256301,0.218679,0,0,0,1,1,0,0
0.866783,0.771,0,1,0,0,0,0,0
0.187852,0.236633,0,0,0,0,1,0,0
0.163076,0.275828,0,0,0,0,1,0,0
0.552689,0.639478,1,0,1,0,0,0,0
0.69828,0.717042,0,1,0,0,0,0,0
0.254934,0.355358,0,0,0,1,1,0,0
0.616579,0.624652,1,0,1,0,0,0,0
0.426641,0.535261,1,0,0,0,0,0,0
0.348931,0.307099,0,0,0,1,1,0,0
0.675935,0.661586,0,0,1,0,0,0,0
0.385145,0.354557,0,0,0,1,0,0,0
0.571849,0.640624,1,0,1,0,0,0,0
0.519816,0.522719,1,0,1,0,0,0,0
0.568552,0.598315,1,0,1,0,0,0,0
0.731998,0.831785,0,1,0,0,0,0,0
0.395428,0.192111,0,0,0,1,0,0,0
0.52262,0.721671,1,0,1,0,0,0,0
0.592758,0.673057,1,0,1,0,0,0,0
0.589209,0.573186,1,0,1,0,0,0,0
0.717531,0.738924,0,1,0,0,0,0,0
0.550949,0.616239,1,0,1,0,0,0,0
0.351939,0.322223,0,0,0,1,1,0,0
0.483811,0.671168,1,0,1,0,0,0,0
0.303484,0.244849,0,0,0,1,1,0,0
0.353924,0.31959,0,0,0,1,1,0,0
0.427882,0.324785,0,0,0,1,0,0,0
0.817445,0.858627,0,1,0,0,0,0,0
0.482024,0.672219,1,0,1,0,0,0,0
0.468545,0.526564,1,0,1,0,0,0,0
0.175917,0.186281,0,0,0,0,1,0,0
0.620453,0.558104,1,0,1,0,0,0,0
0.176068,0.317508,0,0,0,0,1,0,0
0.509061,0.561522,1,0,1,0,0,0,0
0.700906,0.8745,0,1,0,0,0,0,0
0.457689,0.556045,1,0,1,0,0,0,0
0.344123,0.414432,0,0,0,1,0,0,0
0.645126,0.648713,1,0,1,0,0,0,0
0.221613,0.357577,0,0,0,1,1,0,0
0.560743,0.618528,1,0,1,0,0,0,0
0.555147,0.609013,1,0,1,0,0,0,0
0.090939,0.361273,0,0,0,0,1,0,0
0.865537,0.822956,0,1,0,0,0,0,0
0.887479,0.793851,0,1,0,0,0,0,0
0.395154,0.556209,1,0,0,0,0,0,0
0.493231,0.646502,1,0,1,0,0,0,0
0.497731,0.678931,1,0,1,0,0,0,0
0.559787,0.513799,1,0,1,0,0,0,0
0.102198,0.270077,0,0,0,0,1,0,0
0.90165,0.924439,0,1,0,0,0,0,0
0.567521,0.61549,1,0,1,0,0,0,0
0.529625,0.571622,1,0,1,0,0,0,0
0.300187,0.304979,0,0,0,1,1,0,0
0.359135,0.30719,0,0,0,1,1,0,0
0.199715,0.161073,0,0,0,0,1,0,0
0.6361,0.566868,1,0,1,0,0,0,0
0.109744,0.355583,0,0,0,0,1,0,0
0.804399,0.866164,0,1,0,0,0,0,0
0.641889,0.610951,1,0,1,0,0,0,0
0.39812,0.597486,1,0,0,0,0,0,0
0.283483,0.316954,0,0,0,1,1,0,0
0.548151,0.687968,1,0,1,0,0,0,0
0.493999,0.583541,1,0,1,0,0,0,0
0.633669,0.505419,0,0,1,0,0,0,0
0.629006,0.566529,1,0,1,0,0,0,0
0.355396,0.315312,0,0,0,1,1,0,0
0.389165,0.308995,0,0,0,1,0,0,0
0.329595,0.460582,0,0,0,1,0,0,0
0.497166,0.609092,1,0,1,0,0,0,0
0.488112,0.60614,1,0,1,0,0,0,0
0.836844,0.862502,0,1,0,0,0,0,0
0.795661,0.805605,0,1,0,0,0,0,0
0.597688,0.657206,1,0,1,0,0,0,0
0.872884,0.871192,0,1,0,0,0,0,0
0.219304,0.21201,0,0,0,0,1,0,0
0.512249,0.482139,1,0,1,0,0,0,0
0.647969,0.514048,0,0,1,0,0,0,0
0.55401,0.650186,1,0,1,0,0,0,0
0.56136,0.494985,1,0,1,0,0,0,0
0.483548,0.631196,1,0,1,0,0,0,0
0.49617,0.69017,1,0,1,0,0,0,0
0.807648,0.825787,0,1,0,0,0,0,0
0.602562,0.612006,1,0,1,0,0,0,0
0.26695,0.367797,0,0,0,1,1,0,0
0.852943,0.863654,0,1,0,0,0,0,0
0.507256,0.311782,0,0,0,1,0,0,0
0.689081,0.771739,0,1,0,0,0,0,0
0.392345,0.605068,1,0,0,0,0,0,0
0.403217,0.329425,0,0,0,1,0,0,0
0.805981,0.830836,0,1,0,0,0,0,0
0.515797,0.558467,1,0,1,0,0,0,0
0.432628,0.237179,0,0,0,1,0,0,0
0.431903,0.51116,1,0,0,0,0,0,0
0.581583,0.50356,1,0,1,0,0,0,0
0.482702,0.72684,1,0,1,0,0,0,0
0.427112,0.66729,1,0,1,0,0,0,0
0.456397,0.501617,1,0,1,0,0,0,0
0.156244,0.299332,0,0,0,0,1,0,0
0.470202,0.526046,1,0,1,0,0,0,0
0.100201,0.292518,0,0,0,0,1,0,0
0.315326,0.276645,0,0,0,1,1,0,0
0.227646,0.168281,0,0,0,0,1,0,0
0.852765,0.811607,0,1,0,0,0,0,0
0.604764,0.622066,1,0,1,0,0,0,0
0.795154,0.827279,0,1,0,0,0,0,0
0.178886,0.269696,0,0,0,0,1,0,0
0.52066,0.65187,1,0,1,0,0,0,0
0.479993,0.268623,0,0,0,1,0,0,0
0.383119,0.23048,0,0,0,1,0,0,0
0.61195,0.557093,1,0,1,0,0,0,0
0.788798,0.854874,0,1,0,0,0,0,0
0.700136,0.900669,0,1,0,0,0,0,0
0.446536,0.663308,1,0,1,0,0,0,0
0.279632,0.26259,0,0,0,1,1,0,0
0.23023,0.292401,0,0,0,1,1,0,0
0.571345,0.617151,1,0,1,0,0,0,0
0.329774,0.168352,0,0,0,1,1,0,0
0.211964,0.278054,0,0,0,1,1,0,0
0.762292,0.816961,0,1,0,0,0,0,0
0.414424,0.576784,1,0,1,0,0,0,0
0.538925,0.74817,1,0,1,0,0,0,0
0.535422,0.462835,1,0,1,0,0,0,0
0.433836,0.422311,0,0,0,1,0,0,0
0.634203,0.533987,1,0,1,0,0,0,0
0.662366,0.592381,0,0,1,0,0,0,0
0.169729,0.318287,0,0,0,0,1,0,0
0.553374,0.616507,1,0,1,0,0,0,0
0.558062,0.584007,1,0,1,0,0,0,0
0.53108,0.614458,1,0,1,0,0,0,0
0.538602,0.601541,1,0,1,0,0,0,0
0.661714,0.543384,0,0,1,0,0,0,0
0.499782,0.717112,1,0,1,0,0,0,0
0.522319,0.738503,1,0,1,0,0,0,0
0.338261,0.30762,0,0,0,1,1,0,0
0.780354,0.732594,0,1,0,0,0,0,0
0.319424,0.442428,0,0,0,1,0,0,0
0.383616,0.38652,0,0,0,1,0,0,0
0.220349,0.383111,0,0,0,1,1,0,0
0.579381,0.715581,1,0,1,0,0,0,0
0.571063,0.597139,1,0,1,0,0,0,0
0.522138,0.597258,1,0,1,0,0,0,0
0.221654,0.315083,0,0,0,1,1,0,0
0.408572,0.430005,0,0,0,1,0,0,0
0.212427,0.195808,0,0,0,0,1,0,0
0.134858,0.35651,0,0,0,0,1,0,0
0.140513,0.206603,0,0,0,0,1,0,0
0.801823,0.803137,0,1,0,0,0,0,0
0.754614,0.844163,0,1,0,0,0,0,0
0.368301,0.618706,1,0,0,0,0,0,0
0.255405,0.367796,0,0,0,1,1,0,0
0.825481,0.814685,0,1,0,0,0,0,0
0.223856,0.402394,0,0,0,1,1,0,0
0.499515,0.575413,1,0,1,0,0,0,0
0.230163,0.183247,0,0,0,0,1,0,0
0.368426,0.649089,1,0,0,0,0,0,0
0.489953,0.652631,1,0,1,0,0,0,0
0.503813,0.76061,1,0,0,0,0,0,0
0.3741,0.240506,0,0,0,1,0,0,0
0.284181,0.340384,0,0,0,1,1,0,0
0.487133,0.508424,1,0,1,0,0,0,0
0.733251,0.850836,0,1,0,0,0,0,0
0.48229,0.729472,1,0,1,0,0,0,0
0.808613,0.785032,0,1,0,0,0,0,0
0.471472,0.266559,0,0,0,1,0,0,0
0.525034,0.573685,1,0,1,0,0,0,0
0.349278,0.578396,1,0,0,0,0,0,0
0.14945,0.323836,0,0,0,0,1,0,0
0.715273,0.60526,0,0,1,0,0,0,0
0.786229,0.827207,0,1,0,0,0,0,0
0.617366,0.489213,0,0,1,0,0,0,0
0.36908,0.267267,0,0,0,1,1,0,0
0.470129,0.463851,1,0,0,0,0,0,0
0.525947,0.678164,1,0,1,0,0,0,0
0.378312,0.556811,1,0,0,0,0,0,0
0.402273,0.368168,0,0,0,1,0,0,0
0.59315,0.598741,1,0,1,0,0,0,0
0.21328,0.268565,0,0,0,1,1,0,0
0.632608,0.585919,1,0,1,0,0,0,0
0.758778,0.79328,0,1,0,0,0,0,0
0.052074,0.26063,0,0,0,0,1,0,0
0.560338,0.614369,1,0,1,0,0,0,0
0.361816,0.270062,0,0,0,1,1,0,0
0.347489,0.300198,0,0,0,1,1,0,0
0.317799,0.309666,0,0,0,1,1,0,0
0.561372,0.598792,1,0,1,0,0,0,0
0.887224,0.74805,0,1,0,0,0,0,0
0.563309,0.693722,1,0,1,0,0,0,0
0.134783,0.186643,0,0,0,0,1,0,0
0.350122,0.222104,0,0,0,1,1,0,0
0.242489,0.153173,0,0,0,0,1,0,0
0.22379,0.264558,0,0,0,1,1,0,0
0.494305,0.665861,1,0,1,0,0,0,0
0.240377,0.269212,0,0,0,1,1,0,0
0.483412,0.535619,1,0,1,0,0,0,0
0.46524,0.585948,1,0,1,0,0,0,0
0.689242,0.637444,0,0,1,0,0,0,0
0.47267,0.637386,1,0,1,0,0,0,0
0.433717,0.439113,0,0,0,1,0,0,0
0.565071,0.592408,1,0,1,0,0,0,0
0.610423,0.596112,1,0,1,0,0,0,0
0.509543,0.596915,1,0,1,0,0,0,0
0.38868,0.517247,1,0,0,0,0,0,0
0.069126,0.318518,0,0,0,0,1,0,0
0.329409,0.229008,0,0,0,1,1,0,0
0.539892,0.634429,1,0,1,0,0,0,0
0.509333,0.606325,1,0,1,0,0,0,0
0.706975,0.673088,0,0,1,0,0,0,0
0.311887,0.214995,0,0,0,1,1,0,0
0.567448,0.487907,1,0,1,0,0,0,0
0.520104,0.580593,1,0,1,0,0,0,0
0.373486,0.593953,1,0,0,0,0,0,0
0.378864,0.705113,1,0,0,0,0,0,0
0.170509,0.376554,0,0,0,0,1,0,0
0.371861,0.383323,0,0,0,1,0,0,0
0.358188,0.351422,0,0,0,1,0,0,0
0.336022,0.417664,0,0,0,1,0,0,0
0.540251,0.76926,0,0,1,0,0,0,0
0.300763,0.424972,0,0,0,1,0,0,0
0.7066,0.843533,0,1,0,0,0,0,0
0.458489,0.615608,1,0,1,0,0,0,0
0.352861,0.296337,0,0,0,1,1,0,0
0.76392,0.824952,0,1,0,0,0,0,0
0.717256,0.865627,0,1,0,0,0,0,0
0.260159,0.344539,0,0,0,1,1,0,0
0.357148,0.321766,0,0,0,1,1,0,0
0.801344,0.9226,0,1,0,0,0,0,0
0.76176,0.874566,0,1,0,0,0,0,0
0.210819,0.377529,0,0,0,1,1,0,0
0.189982,0.370595,0,0,0,0,1,0,0
0.543934,0.596328,1,0,1,0,0,0,0
0.478384,0.611041,1,0,1,0,0,0,0
0.206434,0.316471,0,0,0,1,1,0,0
0.622823,0.534567,1,0,1,0,0,0,0
0.810055,0.814175,0,1,0,0,0,0,0
0.127864,0.251723,0,0,0,0,1,0,0
0.845926,0.946356,0,1,0,0,0,0,0
0.213849,0.257448,0,0,0,1,1,0,0
0.211981,0.349618,0,0,0,1,1,0,0
0.224881,0.41887,0,0,0,0,1,0,0
0.483373,0.707494,1,0,1,0,0,0,0
0.558135,0.737382,1,0,1,0,0,0,0
0.346316,0.225481,0,0,0,1,1,0,0
0.495586,0.263407,0,0,0,1,0,0,0
0.528669,0.46292,1,0,1,0,0,0,0
0.501375,0.612616,1,0,1,0,0,0,0
0.442973,0.225907,0,0,0,1,0,0,0
0.542968,0.616479,1,0,1,0,0,0,0
0.816592,0.853621,0,1,0,0,0,0,0
0.208069,0.269499,0,0,0,1,1,0,0
0.433029,0.489027,1,0,0,0,0,0,0
0.483855,0.641206,1,0,1,0,0,0,0
0.229698,0.397464,0,0,0,1,1,0,0
0.746837,0.789857,0,1,0,0,0,0,0
0.554702,0.606329,1,0,1,0,0,0,0
0.225734,0.198816,0,0,0,0,1,0,0
0.231125,0.323825,0,0,0,1,1,0,0
0.380183,0.225791,0,0,0,1,0,0,0
0.464519,0.64903,1,0,1,0,0,0,0
0.308593,0.277402,0,0,0,1,1,0,0
0.536271,0.611237,1,0,1,0,0,0,0
0.555261,0.620567,1,0,1,0,0,0,0
0.320938,0.441513,0,0,0,1,0,0,0
0.801608,0.851041,0,1,0,0,0,0,0
0.497748,0.615472,1,0,1,0,0,0,0
0.098593,0.285255,0,0,0,0,1,0,0
0.395828,0.291384,0,0,0,1,0,0,0
0.468393,0.501256,1,0,1,0,0,0,0
0.290993,0.274097,0,0,0,1,1,0,0
0.388302,0.295148,0,0,0,1,0,0,0
0.342833,0.319356,0,0,0,1,1,0,0
0.57288,0.753938,1,0,1,0,0,0,0
0.202986,0.271639,0,0,0,1,1,0,0
0.187707,0.258854,0,0,0,0,1,0,0
0.553279,0.575863,1,0,1,0,0,0,0
0.542834,0.461197,1,0,1,0,0,0,0
0.911279,0.859794,0,1,0,0,0,0,0
0.352732,0.293672,0,0,0,1,1,0,0
0.191327,0.267808,0,0,0,0,1,0,0
0.658044,0.601044,1,0,1,0,0,0,0
0.174959,0.242216,0,0,0,0,1,0,0
0.505899,0.61008,1,0,1,0,0,0,0
0.320891,0.22595,0,0,0,1,1,0,0
0.444071,0.674949,1,0,1,0,0,0,0
0.535031,0.560667,1,0,1,0,0,0,0
0.274308,0.21881,0,0,0,1,1,0,0
0.516098,0.641682,1,0,1,0,0,0,0
0.584715,0.691422,1,0,1,0,0,0,0
0.594539,0.494924,1,0,1,0,0,0,0
0.806691,0.781218,0,1,0,0,0,0,0
0.111549,0.197862,0,0,0,0,1,0,0
0.113552,0.226896,0,0,0,0,1,0,0
0.866679,0.780848,0,1,0,0,0,0,0
0.868164,0.910733,0,1,0,0,0,0,0
0.711107,0.84467,0,1,0,0,0,0,0
0.40817,0.401942,0,0,0,1,0,0,0
0.522965,0.636994,1,0,1,0,0,0,0
0.825131,0.740037,0,1,0,0,0,0,0
0.787575,0.817714,0,1,0,0,0,0,0
0.520965,0.463958,1,0,1,0,0,0,0
0.489948,0.611048,1,0,1,0,0,0,0
0.34821,0.312966,0,0,0,1,1,0,0
0.348997,0.39132,0,0,0,1,0,0,0
0.780617,0.740814,0,1,0,0,0,0,0
0.21187,0.267705,0,0,0,1,1,0,0
0.539495,0.571884,1,0,1,0,0,0,0
0.858282,0.762234,0,1,0,0,0,0,0
0.573427,0.616695,1,0,1,0,0,0,0
0.336781,0.363613,0,0,0,1,1,0,0
0.310585,0.368827,0,0,0,1,1,0,0
0.605282,0.630538,1,0,1,0,0,0,0
0.370216,0.277144,0,0,0,1,0,0,0
0.237376,0.268226,0,0,0,1,1,0,0
0.759275,0.793313,0,1,0,0,0,0,0
0.326772,0.311443,0,0,0,1,1,0,0
0.550329,0.520071,1,0,1,0,0,0,0
0.574864,0.668807,1,0,1,0,0,0,0
0.553709,0.750036,1,0,1,0,0,0,0
0.877795,0.840857,0,1,0,0,0,0,0
0.47906,0.702943,1,0,1,0,0,0,0
0.411219,0.559279,1,0,0,0,0,0,0
0.62781,0.619179,1,0,1,0,0,0,0
0.452213,0.581288,1,0,1,0,0,0,0
0.550821,0.530506,1,0,1,0,0,0,0
0.240775,0.199904,0,0,0,0,1,0,0
0.771707,0.859713,0,1,0,0,0,0,0
0.580438,0.660659,1,0,1,0,0,0,0
0.759616,0.788227,0,1,0,0,0,0,0
0.47226,0.596455,1,0,1,0,0,0,0
0.921883,0.909102,0,1,0,0,0,0,0
0.417441,0.393345,0,0,0,1,0,0,0
0.780447,0.775744,0,1,0,0,0,0,0
0.435389,0.614571,1,0,1,0,0,0,0
0.543767,0.554581,1,0,1,0,0,0,0
0.73806,0.806581,0,1,0,0,0,0,0
0.486765,0.346921,0,0,0,1,0,0,0
0.36992,0.334995,0,0,0,1,0,0,0
0.563757,0.70286,1,0,1,0,0,0,0
0.304069,0.209923,0,0,0,1,1,0,0
0.382785,0.245043,0,0,0,1,0,0,0
0.172453,0.330497,0,0,0,0,1,0,0
0.811859,0.790855,0,1,0,0,0,0,0
0.221502,0.23986,0,0,0,1,1,0,0
0.477786,0.59204,1,0,1,0,0,0,0
0.418511,0.633946,1,0,1,0,0,0,0
0.706409,0.639128,0,0,1,0,0,0,0
0.219248,0.295507,0,0,0,1,1,0,0
0.266489,0.182376,0,0,0,1,1,0,0
0.564565,0.596935,1,0,1,0,0,0,0
0.406797,0.35913,0,0,0,1,0,0,0
0.307053,0.388889,0,0,0,1,1,0,0
0.672917,0.579188,0,0,1,0,0,0,0
0.607514,0.578256,1,0,1,0,0,0,0
0.777208,0.78448,0,1,0,0,0,0,0
0.289111,0.242915,0,0,0,1,1,0,0
0.492361,0.606053,1,0,1,0,0,0,0
0.346766,0.270889,0,0,0,1,1,0,0
0.276255,0.449784,0,0,0,1,0,0,0
0.692288,0.541788,0,0,1,0,0,0,0
0.632289,0.559095,1,0,1,0,0,0,0
0.510265,0.627375,1,0,1,0,0,0,0
0.223969,0.280214,0,0,0,1,1,0,0
0.512054,0.630921,1,0,1,0,0,0,0
0.463132,0.498121,1,0,1,0,0,0,0
0.630937,0.73447,0,0,1,0,0,0,0
0.584503,0.587212,1,0,1,0,0,0,0
0.512213,0.628839,1,0,1,0,0,0,0
0.756385,0.817139,0,1,0,0,0,0,0
0.349258,0.292716,0,0,0,1,1,0,0
0.493254,0.680061,1,0,1,0,0,0,0
0.383122,0.608825,1,0,0,0,0,0,0
0.639764,0.57189,1,0,1,0,0,0,0
0.559022,0.595028,1,0,1,0,0,0,0
0.498371,0.605333,1,0,1,0,0,0,0
0.377441,0.471963,0,0,0,1,0,0,0
0.430998,0.603562,1,0,1,0,0,0,0
0.589274,0.608063,1,0,1,0,0,0,0
0.178559,0.24384,0,0,0,0,1,0,0
0.798611,0.832267,0,1,0,0,0,0,0
0.178382,0.272682,0,0,0,0,1,0,0
0.168366,0.313061,0,0,0,0,1,0,0
0.305068,0.288107,0,0,0,1,1,0,0
0.633943,0.481058,0,0,1,0,0,0,0
0.784382,0.820969,0,1,0,0,0,0,0
0.337291,0.333372,0,0,0,1,1,0,0
0.161069,0.26117,0,0,0,0,1,0,0
0.63854,0.520581,0,0,1,0,0,0,0
0.756948,0.816609,0,1,0,0,0,0,0
0.468858,0.689884,1,0,1,0,0,0,0
0.32411,0.250837,0,0,0,1,1,0,0
0.35336,0.643894,1,0,0,0,0,0,0
0.355869,0.368007,0,0,0,1,0,0,0
0.303453,0.228738,0,0,0,1,1,0,0
0.789844,0.960055,0,1,0,0,0,0,0
0.521596,0.609578,1,0,1,0,0,0,0
0.497278,0.357143,0,0,0,1,0,0,0
0.352212,0.322114,0,0,0,1,1,0,0
0.199973,0.274756,0,0,0,1,1,0,0
0.517325,0.606856,1,0,1,0,0,0,0
0.452909,0.279869,0,0,0,1,0,0,0
0.56176,0.654954,1,0,1,0,0,0,0
0.61222,0.555128,1,0,1,0,0,0,0
0.374884,0.583632,1,0,0,0,0,0,0
0.565571,0.595181,1,0,1,0,0,0,0
0.160901,0.267545,0,0,0,0,1,0,0
0.767977,0.875845,0,1,0,0,0,0,0
0.464622,0.383327,0,0,0,1,0,0,0
0.50002,0.648264,1,0,1,0,0,0,0
0.2728,0.433062,0,0,0,1,0,0,0
0.934764,0.760772,0,1,0,0,0,0,0
0.394945,0.278171,0,0,0,1,0,0,0
0.539634,0.593818,1,0,1,0,0,0,0
0.352134,0.247424,0,0,0,1,1,0,0
0.294691,0.368462,0,0,0,1,1,0,0
0.55867,0.487872,1,0,1,0,0,0,0
0.494106,0.617851,1,0,1,0,0,0,0
0.504688,0.508105,1,0,1,0,0,0,0
0.052221,0.262592,0,0,0,0,1,0,0
0.457395,0.417726,0,0,0,1,0,0,0
0.488633,0.719701,1,0,1,0,0,0,0
0.349007,0.252685,0,0,0,1,1,0,0
